Date,Open,High,Low,Close,Volume
2008-10-02,109.46,109.46,109.23,109.33,445580
2008-10-03,109.31,109.31,109.14,109.21,1539808
2008-10-06,109.3,109.37,109.16,109.17,548525
2008-10-07,109.3,109.3,109.1,109.25,427128
2008-10-08,109.34,109.36,109.19,109.33,728936
2008-10-09,109.22,109.31,109.18,109.29,513281
2008-10-10,109.24,109.48,109.19,109.39,644201
2008-10-13,109.11,109.44,108.99,108.99,327618
2008-10-14,109.05,109.35,109.04,109.34,344051
2008-10-15,109.34,109.43,109.21,109.43,266902
2008-10-16,109.38,109.43,109.19,109.19,525437
2008-10-17,109.22,109.33,109.18,109.19,146912
2008-10-20,109.19,109.28,109.07,109.12,204675
2008-10-21,109.16,109.21,109.09,109.11,211540
2008-10-22,109.12,109.22,109.11,109.2,235480
2008-10-23,109.16,109.19,109.11,109.14,283760
2008-10-24,109.28,109.28,109.14,109.19,152343
2008-10-27,109.19,109.3,109.19,109.3,150527
2008-10-28,109.29,109.31,109.2,109.3,128286
2008-10-29,109.22,109.34,109.21,109.33,305219
2008-10-30,109.26,109.36,109.26,109.31,162486
2008-10-31,109.31,109.38,109.26,109.26,383990
2008-11-03,109.23,109.23,109.09,109.22,215822
2008-11-04,109.1,109.17,109.09,109.11,196720
2008-11-05,109.11,109.18,109.1,109.13,406346
2008-11-06,109.16,109.28,109.14,109.28,156392
2008-11-07,109.26,109.29,109.18,109.29,159352
2008-11-10,109.19,109.31,109.19,109.31,97047
2008-11-11,109.28,109.33,109.22,109.33,119879
2008-11-12,109.25,109.36,109.23,109.36,189082
2008-11-13,109.26,109.34,109.26,109.33,132691
2008-11-14,109.27,109.34,109.26,109.32,107152
2008-11-17,109.25,109.39,109.25,109.34,108461
2008-11-18,109.37,109.37,109.3,109.33,76805
2008-11-19,109.41,109.41,109.32,109.39,190670
2008-11-20,109.36,109.42,109.32,109.41,334727
2008-11-21,109.4,109.47,109.31,109.47,307779
2008-11-24,109.37,109.44,109.35,109.42,277870
2008-11-25,109.37,109.45,109.35,109.45,134969
2008-11-26,109.37,109.45,109.35,109.45,184187
2008-11-28,109.46,109.47,108.99,109.47,123302
2008-12-01,109.34,109.38,109.25,109.34,126711
2008-12-02,109.27,109.34,109.27,109.32,120084
2008-12-03,109.3,109.37,109.28,109.37,86559
